book_id,authors,original_title,genre,small_image_url
359194,Philip G. Zimbardo,The Lucifer Effect: Understanding How Good People Turn Evil,"psychology, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6606456,Nancy Pickard,The Scent of Rain and Lightning,"mystery, fiction",https://images.gr-assets.com/books/1320509039s/6606456.jpg
361081,"Clive Cussler, Michael Pritchard",Pacific Vortex!,"fiction, thriller",https://images.gr-assets.com/books/1269478239s/361081.jpg
17835766,Abbi Glines,One More Chance,"romance, contemporary",https://images.gr-assets.com/books/1397837715s/17835766.jpg
23197269,Kim Stanley Robinson,Aurora,"fiction, fantasy",https://images.gr-assets.com/books/1436300570s/23197269.jpg
238137,J.D. Robb,Purity in Death,"mystery, romance",https://images.gr-assets.com/books/1305124004s/238137.jpg
116343,Mary  Stewart,The Hollow Hills,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
303454,Margaret Peterson Haddix,"Among the Brave (Shadow Children, #5)","fiction, fantasy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
43081,"Rusty Young, Thomas McFadden","Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail","biography, travel",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1025039,Fuyumi Soryo,マース (Mars) #1,"manga, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5553,Richard Feynman,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher,"nonfiction, science",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
688663,Alice Waters,The Art of Simple Food: Notes and Recipes from a Delicious Revolution,"cookbooks, nonfiction",https://images.gr-assets.com/books/1320458644s/688663.jpg
96980,Piers Anthony,"Centaur Aisle (Xanth, #4)","fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
332348,Michelle Richmond,The Year of Fog,"fiction, mystery",https://images.gr-assets.com/books/1320513174s/332348.jpg
194479,"Marv Wolfman, George Pérez",Crisis on Infinite Earths,"comics, fiction",https://images.gr-assets.com/books/1327906696s/194479.jpg
24807,John Hodgman,The Areas of My Expertise,"fiction, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
31538647,J.K. Rowling,Hogwarts: An Incomplete and Unreliable Guide,"fantasy, fiction",https://images.gr-assets.com/books/1502156557s/31538647.jpg
19314,"Astrid Lindgren, Patricia Crampton, Trina Schart Hyman",Ronja Rövardotter,"fantasy, fiction",https://images.gr-assets.com/books/1451632787s/19314.jpg
7189177,Kathy Reichs,Spider Bones,"fiction, mystery",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
235127,Andrew Clements,No Talking,"fiction, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
23602504,"Jo Nesbø, Neil Smith",Blod på snø,"crime, fiction",https://images.gr-assets.com/books/1422370944s/23602504.jpg
13282015,Elisabeth Naughton,Wait for Me,"romance, contemporary",https://images.gr-assets.com/books/1344212446s/13282015.jpg
12031532,Tan Twan Eng,The Garden of Evening Mists,"fiction, history",https://images.gr-assets.com/books/1333033941s/12031532.jpg
696177,Arina Tanemura,紳士同盟† 1,"manga, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
94813,Christine Feehan,Dark Guardian,"paranormal, romance",https://images.gr-assets.com/books/1327896501s/94813.jpg
8492,Frank E. Peretti,Prophet,"fiction, christian",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18602341,Danielle  Paige,The Wicked Will Rise,"fantasy, fiction",https://images.gr-assets.com/books/1423841142s/18602341.jpg
20613761,Claudia Rankine,Citizen: An American Lyric,"poetry, nonfiction",https://images.gr-assets.com/books/1420944502s/20613761.jpg
16387,P.G. Wodehouse,"Carry On, Jeeves","fiction, classics",https://images.gr-assets.com/books/1358970388s/16387.jpg
1809175,"Sarah Prineas, Antonio Javier Caparo",The Magic Thief,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
29393,Michael Azerrad,Our Band Could Be Your Life: Scenes from the American Indie Underground 1981-1991,"history, music",https://images.gr-assets.com/books/1168029429s/29393.jpg
56353,Rosalind Miles,"I, Elizabeth","fiction, history",https://images.gr-assets.com/books/1403186670s/56353.jpg
22009741,Marian Keyes,The Woman who Stole my Life,"fiction, romance",https://images.gr-assets.com/books/1428674566s/22009741.jpg
80834,Guy Delisle,Pyongyang,"comics, travel",https://images.gr-assets.com/books/1327884533s/80834.jpg
5055,Ken Follett,Night over Water,"fiction, thriller",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18775284,Courtney Maum,I Am Having So Much Fun Here Without You,"contemporary, romance",https://images.gr-assets.com/books/1403390765s/18775284.jpg
22192,Cecily von Ziegesar,All I Want Is Everything,"fiction, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
407999,Michael E. Porter,Competitive Strategy: Techniques for Analyzing Industries and Competitors,"business, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
255458,Wayne A. Grudem,Systematic Theology: An Introduction to Biblical Doctrine,"christian, religion",https://images.gr-assets.com/books/1328224325s/255458.jpg
380976,Sue Grafton,"""P"" is for Peril","mystery, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
25855506,Sarah Andersen,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection","comics, nonfiction",https://images.gr-assets.com/books/1481219756s/25855506.jpg
301538,R. Scott Bakker,The Darkness That Comes Before,"fantasy, fiction",https://images.gr-assets.com/books/1421630062s/301538.jpg
7841677,Kristin Kimball,"The Dirty Life: On Farming, Food, and Love","memoir, nonfiction",https://images.gr-assets.com/books/1277929135s/7841677.jpg
9917998,Jonathan Maberry,Dust & Decay,"horror, fiction",https://images.gr-assets.com/books/1293823083s/9917998.jpg
13574417,Melissa Landers,Alienated,"romance, fantasy",https://images.gr-assets.com/books/1384610045s/13574417.jpg
18806240,Laura Ruby,Bone Gap,"fantasy, mystery",https://images.gr-assets.com/books/1402928507s/18806240.jpg
52471,Adriana Trigiani,"Big Cherry Holler (Big Stone Gap, Book 2)","fiction, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
90475,Meg Cabot,Teen Idol,"romance, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5587960,Chimamanda Ngozi Adichie,The Thing Around Your Neck,"fiction, contemporary",https://images.gr-assets.com/books/1320413162s/5587960.jpg
27883214,Stephanie Garber,Caraval,"fantasy, romance",https://images.gr-assets.com/books/1465563623s/27883214.jpg
2179832,James Frey,Bright Shiny Morning,"fiction, memoir",https://images.gr-assets.com/books/1415586680s/2179832.jpg
2267195,Kate Chopin,The Story of an Hour,"contemporary, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
85391,John Updike,Rabbit Is Rich,"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
12752313,Anna Quindlen,"Lots of Candles, Plenty of Cake","memoir, nonfiction",https://images.gr-assets.com/books/1330649974s/12752313.jpg
7531478,Cheryl Rainfield,Scars,"contemporary, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5941079,Mary Kay Andrews,The Fixer Upper,"fiction, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6688121,Ahmad Fuadi,Negeri 5 Menara,"fiction, religion",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
129510,Naomi Novik,Empire of Ivory,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
541920,Rick Atkinson,"An Army at Dawn: The War in Africa, 1942-1943","history, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
170618,Mary Higgins Clark,Daddy's Little Girl,"mystery, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
30343,Sandra Brown,Ricochet,"mystery, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
199530,Fannie Flagg,Can't Wait to Get to Heaven,"fiction, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
8706185,Jo Walton,Among Others,"fantasy, fiction",https://images.gr-assets.com/books/1317792367s/8706185.jpg
238127,J.D. Robb,Seduction in Death,"mystery, romance",https://images.gr-assets.com/books/1305123885s/238127.jpg
56616,James M. Cain,Double Indemnity,"fiction, mystery",https://images.gr-assets.com/books/1404786837s/56616.jpg
490403,Sherrilyn Kenyon,Upon the Midnight Clear,"paranormal, fantasy",https://images.gr-assets.com/books/1437691219s/490403.jpg
1908456,Garr Reynolds,Presentation Zen: Simple Ideas on Presentation Design and Delivery (Voices That Matter),"business, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
29744,Philip Roth,"Goodbye, Columbus and Five Short Stories","classics, fiction",https://images.gr-assets.com/books/1408068287s/29744.jpg
9366879,"Tom Sniegoski, Jeff Smith, Thomas E. Sniegoski, Steve Hamaker","Bone: Quest For The Spark, Book One ","fantasy, comics",https://images.gr-assets.com/books/1328839457s/9366879.jpg
7200351,Sherrilyn Kenyon,No Mercy,"fantasy, paranormal",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
23363928,Scott  Hawkins,The Library at Mount Char,"fantasy, horror",https://images.gr-assets.com/books/1416181258s/23363928.jpg
551536,Chris d'Lacey,Fire Star,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
12659,James A. Michener,Texas,"fiction, history",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
95707,Joel Osteen,Your Best Life Now: 7 Steps to Living at Your Full Potential,"christian, spirituality",https://images.gr-assets.com/books/1344265872s/95707.jpg
68483,Lois McMaster Bujold,The Vor Game,"fiction, fantasy",https://images.gr-assets.com/books/1322571824s/68483.jpg
20706269,Lauren Beukes,Broken Monsters,"horror, fiction",https://images.gr-assets.com/books/1394562848s/20706269.jpg
11623,"Sylvia Plath, Karen V. Kukil",The Journals of Sylvia Plath,"nonfiction, memoir",https://images.gr-assets.com/books/1473939372s/11623.jpg
5986375,David Foster Wallace,This is Water,"philosophy, nonfiction",https://images.gr-assets.com/books/1344270056s/5986375.jpg
5552,Richard Feynman,QED: The Strange Theory of Light and Matter,"science, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
269386,Jill Conner Browne,The Sweet Potato Queens' Book of Love,"fiction, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2964700,Tamora Pierce,Mastiff,"fantasy, fiction",https://images.gr-assets.com/books/1302921347s/2964700.jpg
179264,Debra Dean,The Madonnas of Leningrad,"fiction, art",https://images.gr-assets.com/books/1479681269s/179264.jpg
6098691,Laurell K. Hamilton,Divine Misdemeanors ,"fantasy, paranormal",https://images.gr-assets.com/books/1327878336s/6098691.jpg
2983654,Chelsea Cain,Sweetheart,"thriller, fiction",https://images.gr-assets.com/books/1311994924s/2983654.jpg
7011225,José Saramago,Caim,"fiction, religion",https://images.gr-assets.com/books/1408538386s/7011225.jpg
22321,William Gibson,All Tomorrow's Parties,"fiction, science",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7562764,Hannu Rajaniemi,The Quantum Thief,"fiction, fantasy",https://images.gr-assets.com/books/1327950631s/7562764.jpg
9925913,John Sandford,Shock Wave,"mystery, fiction",https://images.gr-assets.com/books/1292472145s/9925913.jpg
12075,Ludwig Wittgenstein,Logisch-Philosophische Abhandlung,"philosophy, nonfiction",https://images.gr-assets.com/books/1396830687s/12075.jpg
215492,Agatha Christie,Lord Edgware Dies,"mystery, crime",https://images.gr-assets.com/books/1375949065s/215492.jpg
107021,"Jeph Loeb, Jim Lee, Scott Williams",Batman (Volume 2): Hush,"comics, fiction",https://images.gr-assets.com/books/1460914478s/107021.jpg
5600151,Spencer Quinn,Dog on It,"mystery, fiction",https://images.gr-assets.com/books/1342376684s/5600151.jpg
28351,Dr. Seuss,And to Think That I Saw It on Mulberry Street,"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
17334495,Doris Kearns Goodwin,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism","history, biography",https://images.gr-assets.com/books/1386557352s/17334495.jpg
15801381,Brandon Mull,"Chasing the Prophecy (Beyonders, #3)","fantasy, fiction",https://images.gr-assets.com/books/1356328161s/15801381.jpg
77736,David Weber,The Short Victorious War,"fiction, ebooks",https://images.gr-assets.com/books/1321561719s/77736.jpg
73965,Caroline Knapp,Drinking: A Love Story,"memoir, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1219103,Jules Verne,Cinq semaines en ballon,"classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
10324808,"P.C. Cast, Kristin Cast",Dragon's Oath,"fantasy, paranormal",https://images.gr-assets.com/books/1359740283s/10324808.jpg
7823038,Kalayna Price,Grave Witch,"paranormal, fantasy",https://images.gr-assets.com/books/1327440625s/7823038.jpg
16300,Agatha Christie,Sleeping Murder,"mystery, fiction",https://images.gr-assets.com/books/1308808135s/16300.jpg
212525,"Edith Wharton, Mary Gordon",Ethan Frome and Other Short Fiction,"classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13419891,Sarah J. Maas,The Assassin and the Desert,"fantasy, ebooks",https://images.gr-assets.com/books/1335783827s/13419891.jpg
132626,"Friedrich Nietzsche, Walter Kaufmann, R.J. Hollingdale",On the Genealogy of Morals / Ecce Homo,"philosophy, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
121410,Steven Callahan,Adrift: Seventy-Six Days Lost at Sea,"nonfiction, memoir",https://images.gr-assets.com/books/1356596323s/121410.jpg
129620,Judith McNaught,Once and Always,"romance, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
95658,Lisi Harrison,"Best Friends for Never (The Clique, #2)","fiction, contemporary",https://images.gr-assets.com/books/1344263568s/95658.jpg
11734251,Bernard Cornwell,Death of Kings,"fiction, history",https://images.gr-assets.com/books/1327963375s/11734251.jpg
9151181,"Howard Schultz, Joanne Gordon",Onward: How Starbucks Fought for Its Life without Losing Its Soul,"business, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
978098,Laurence Rees,Auschwitz: A New History,"history, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
9013,Slavomir Rawicz,The Long Walk: The True Story of a Trek to Freedom,"history, nonfiction",https://images.gr-assets.com/books/1417980460s/9013.jpg
682153,Nora Roberts,Three Fates,"romance, fiction",https://images.gr-assets.com/books/1309201516s/682153.jpg
20983362,Alexandra Bracken,Passenger,"fantasy, romance",https://images.gr-assets.com/books/1446749751s/20983362.jpg
102857,"J.D. Robb, Susan Ericksen","Born in Death (In Death, #23)","mystery, romance",https://images.gr-assets.com/books/1298297096s/102857.jpg
18666006,Chris Bohjalian,"Close Your Eyes, Hold Hands","fiction, contemporary",https://images.gr-assets.com/books/1392355248s/18666006.jpg
834378,Agatha Christie,A Pocket Full of Rye,"mystery, crime",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7011879,"Durjoy Datta, Maanvi Ahuja",of course i love you,"romance, fiction",https://images.gr-assets.com/books/1274597947s/7011879.jpg
184850,Robyn Carr,Virgin River,"romance, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
12009,Iain M. Banks,The Algebraist,"fiction, science",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
192510,"José Mauro de Vasconcelos, قاسم صنعوی",Meu Pé de Laranja Lima,"romance, classics",https://images.gr-assets.com/books/1502523710s/192510.jpg
22642472,Margaret Atwood,Stone Mattress,"fiction, fantasy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
262545,Ivan Doig,The Whistling Season,"fiction, history",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
16000044,"Morgan Rhodes, Michelle Rowen",Rebel Spring,"fantasy, romance",https://images.gr-assets.com/books/1379031383s/16000044.jpg
18170134,"James Patterson, Marshall Karp",NYPD Red 2,"mystery, fiction",https://images.gr-assets.com/books/1373501096s/18170134.jpg
12661,James A. Michener,Chesapeake,"fiction, history",https://images.gr-assets.com/books/1421707536s/12661.jpg
37100,Walter Mosley,Devil in a Blue Dress,"mystery, fiction",https://images.gr-assets.com/books/1336545202s/37100.jpg
265650,"Michael Rosen, Jane Ray",Shakespeare's Romeo and Juliet,"classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
298663,Jim Thompson,The Killer Inside Me,"fiction, crime",https://images.gr-assets.com/books/1403187402s/298663.jpg
588747,Mary Elizabeth Braddon,Lady Audley's Secret,"classics, mystery",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2528,"José Saramago, Margaret Jull Costa",Todos os Nomes,"fiction, contemporary",https://images.gr-assets.com/books/1327955213s/2528.jpg
60057,Adriana Trigiani,"Lucia, Lucia","fiction, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7514925,Jodi Lynn Anderson,Tiger Lily,"fantasy, romance",https://images.gr-assets.com/books/1329681513s/7514925.jpg
11430,"Karen Kingsbury, Gary Smalley",Return,"christian, fiction",https://images.gr-assets.com/books/1406513762s/11430.jpg
114982,Philip Pullman,The Ruby in the Smoke,"mystery, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
319300,Amanda Foreman,Georgiana: Duchess of Devonshire,"history, biography",https://images.gr-assets.com/books/1332041559s/319300.jpg
12551077,Miranda Kenneally,Stealing Parker,"contemporary, romance",https://images.gr-assets.com/books/1334451985s/12551077.jpg
21330,"Bill Willingham, Mark Buckingham, Steve Leialoha, Tony Akins, Jimmy Palmiotti","Fables, Volume 5: The Mean Seasons","fantasy, comics",https://images.gr-assets.com/books/1327870458s/21330.jpg
82888,Machado de Assis,Dom Casmurro,"classics, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
57913,"Robert Shea, Robert Anton Wilson",The Illuminatus! Trilogy,"fiction, fantasy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
6420846,Alexander Gordon Smith,Lockdown,"horror, fantasy",https://images.gr-assets.com/books/1409279086s/6420846.jpg
16696,"Michael Chabon, Jay Ryan",The Final Solution: A Story of Detection,"fiction, mystery",https://images.gr-assets.com/books/1407709227s/16696.jpg
7870457,"John Layman, Rob Guillory",International Flavor,"fiction, mystery",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
452244,Poppy Z. Brite,Lost Souls,"horror, fiction",https://images.gr-assets.com/books/1420793346s/452244.jpg
86658,Joseph Conrad,The Secret Agent: A Simple Tale,"fiction, mystery",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
514210,Alan W. Watts,The Way of Zen,"philosophy, religion",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
13642710,Ramez Naam,Nexus,"fiction, thriller",https://images.gr-assets.com/books/1347149654s/13642710.jpg
896622,Kathleen E. Woodiwiss,The wolf and the dove,"romance, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
21412360,Colm Tóibín,Nora Webster,"fiction, contemporary",https://images.gr-assets.com/books/1451442745s/21412360.jpg
11532160,Jamie McGuire,Requiem (Providence #2),"paranormal, romance",https://images.gr-assets.com/books/1307717182s/11532160.jpg
7840156,Steve Berry,The Emperor's Tomb,"thriller, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
18079661,Lisa Gardner,Fear Nothing,"mystery, thriller",https://images.gr-assets.com/books/1372049470s/18079661.jpg
184644,"Dorie Greenspan, Alan    Richardson",Baking: From My Home to Yours,"cookbooks, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
10813480,Kristen Ashley,For You,"romance, contemporary",https://images.gr-assets.com/books/1327337194s/10813480.jpg
439363,"Aya Nakahara, Pookie Rolf",ラブ★コン 1,"manga, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
148584,Agatha Christie,Elephants Can Remember,"mystery, crime",https://images.gr-assets.com/books/1309211932s/148584.jpg
98,"Heidi Murkoff, Sharon Mazel, Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway, Mark D. Widome",What to Expect the First Year,"nonfiction, ebooks",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
11699349,Kristin Levine,The Lions of Little Rock,"fiction, history",https://images.gr-assets.com/books/1442034711s/11699349.jpg
169487,Phillip C. McGraw,Self Matters: Creating Your Life from the Inside Out,"psychology, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
7942008,Hidekaz Himaruya,ヘタリア 1 Axis Powers,"manga, comics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1298171,"Andrew Stanton, Walt Disney Company",Finding Nemo,"fantasy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
14480,"Herman Parish, Lynn Sweat",Calling Doctor Amelia Bedelia (I Can Read Book 2),"fiction, classics",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
11324166,Gail Carriger,Timeless,"fantasy, paranormal",https://images.gr-assets.com/books/1327890901s/11324166.jpg
112874,Jan Karon,"These High, Green Hills","fiction, christian",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
23158207,"Eric Schmidt, Jonathan Rosenberg",How Google Works,"business, nonfiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
20559676,J.A. Redmerski,Killing Sarai,"romance, contemporary",https://images.gr-assets.com/books/1389883928s/20559676.jpg
10893138,Cecelia Ahern,The Time of My Life,"contemporary, romance",https://images.gr-assets.com/books/1327918581s/10893138.jpg
821000,"A.A. Milne, Ernest H. Shepard",Now We Are Six,"classics, poetry",https://images.gr-assets.com/books/1348199373s/821000.jpg
3665811,L.J. Smith,The Secret Circle: The Captive Part II and The Power,"paranormal, fantasy",https://images.gr-assets.com/books/1341592078s/3665811.jpg
16045078,Mary Kay Andrews,Ladies' Night ,"fiction, romance",https://images.gr-assets.com/books/1376835524s/16045078.jpg
14759321,Jane Green,Family Pictures,"fiction, contemporary",https://images.gr-assets.com/books/1365217958s/14759321.jpg
7384801,Lara Adrian,"Taken by Midnight (Midnight Breed, #8)","paranormal, romance",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1249630,"José Maria de Eça de Queirós, Ester de Lemos",Os Maias,"fiction, romance",https://images.gr-assets.com/books/1362526641s/1249630.jpg
23252517,Amy Harmon,The Law of Moses,"romance, paranormal",https://images.gr-assets.com/books/1415024195s/23252517.jpg
29975458,Amy Gentry,Good as Gone,"fiction, mystery",https://images.gr-assets.com/books/1464329788s/29975458.jpg
114188,Nora Roberts,Holding the Dream,"romance, contemporary",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
99297,Amanda Grange,Mr. Darcy's Diary,"romance, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
297186,Robert Crais,L.A. Requiem,"mystery, fiction",https://images.gr-assets.com/books/1328900044s/297186.jpg
89884,Kent Haruf,Eventide,"fiction, contemporary",https://images.gr-assets.com/books/1320471712s/89884.jpg
5199185,"Tim Hamilton, Ray Bradbury",Fahrenheit 451: The Authorized Adaptation,"classics, fiction",https://images.gr-assets.com/books/1416448162s/5199185.jpg
2122216,Maki Minami,スペシャル·エー,"manga, romance",https://images.gr-assets.com/books/1408207157s/2122216.jpg
6255949,"Hiroshi Sakurazaka, 桜坂洋, Alexander O. Smith, Joseph Reeder",オール・ユー・ニード・イズ・キル,"fiction, fantasy",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
24408,Elizabeth George Speare,The Bronze Bow,"fiction, classics",https://images.gr-assets.com/books/1369712582s/24408.jpg
23426,Alain de Botton,Essays in Love,"philosophy, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
27397,Jonathan Harr,A Civil Action,"nonfiction, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
621739,Wanda Gág,Millions of Cats,"fiction, classics",https://images.gr-assets.com/books/1318725166s/621739.jpg
313256,Christine Feehan,Dark challenge,"romance, paranormal",https://images.gr-assets.com/books/1330425767s/313256.jpg
15791403,"James Patterson, David Ellis",Mistress,"mystery, fiction",https://images.gr-assets.com/books/1375363772s/15791403.jpg
208146,Allen Say,Grandfather's Journey,"biography, history",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
38030,Mary Kay Andrews,Savannah Blues,"mystery, fiction",https://images.gr-assets.com/books/1327883095s/38030.jpg
294043,James Rollins,Excavation,"thriller, fiction",https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
144789,Matthew Reilly,Scarecrow,"thriller, fiction",https://images.gr-assets.com/books/1316635676s/144789.jpg
9064899,Kiersten White,Endlessly,"paranormal, fantasy",https://images.gr-assets.com/books/1320349604s/9064899.jpg
73184,Thich Nhat Hanh,"Living Buddha, Living Christ","religion, spirituality",https://images.gr-assets.com/books/1309211729s/73184.jpg
1170158,Ursula K. Le Guin,The Earthsea Trilogy,"fantasy, fiction",https://images.gr-assets.com/books/1295382040s/1170158.jpg
17325147,Jessica Park,Left Drowning,"romance, contemporary",https://images.gr-assets.com/books/1372359048s/17325147.jpg
